state,year,month,TMAX,TMIN,PRCP,SNOW,SNWD
SD,2016,12,1.1,-10.0,0,0,0
SD,2016,12,-1.1,-8.3,0,0,0
SK,2015,1,-16.5,-20.0,14,14,190
SK,2015,2,-15.5,-30.0,0,0,320
SK,2015,3,-2.5,-31.0,0,0,500
SK,2015,4,11.0,3.0,0,0,0
SK,2015,7,24.0,19.0,56,0,0
SK,2015,7,31.0,18.0,0,0,0
SK,2016,1,-4.0,-6.5,0,0,0
SK,2016,1,-5.0,-13.0,0,0,100
SK,2016,1,-2.0,-9.3,0,0,0
SK,2016,2,-19.5,-31.3,0,0,0
SK,2016,2,-4.0,-10.0,0,0,0
SK,2016,2,-18.0,-28.1,0,4,290
SK,2016,3,-4.0,-28.0,72,72,320
SK,2016,11,0.0,-1.0,0,0,10
SK,2016,11,12.0,1.0,0,0,0
SK,2016,11,8.0,-2.0,0,0,0
SK,2016,12,-0.5,-6.5,0,0,0
TN,2015,1,3.3,-7.2,0,0,0
TN,2015,1,3.3,-4.4,0,0,0
TN,2015,1,4.4,-7.2,0,0,0
TN,2015,1,0.0,-6.1,0,0,0
TN,2015,2,7.8,-5.6,0,0,0
TN,2015,2,1.1,-14.4,0,0,203
TN,2015,2,9.4,2.8,25,0,0
TN,2015,2,12.2,5.6,257,0,0
TN,2015,2,6.7,-8.3,0,0,0
TN,2015,2,7.8,-5.0,0,0,0
TN,2015,2,8.9,-2.2,25,0,0
TN,2015,2,9.4,-1.7000000000000002,0,0,0
TN,2015,2,12.2,-2.8,0,0,0
TN,2015,3,11.1,-4.4,318,25,0
TN,2015,3,0.6000000000000001,7.2,61,25,25
TN,2015,3,21.1,-1.7000000000000002,584,0,0
TN,2015,3,7.2,-8.3,0,127,127
TN,2015,3,18.9,-3.3,0,13,0
TN,2015,3,3.9,-16.1,51,0,0
TN,2015,3,5.6,0.0,272,3,0
TN,2015,4,26.1,5.0,0,0,0
TN,2015,4,25.0,9.4,0,0,0
TN,2015,4,23.9,0.6000000000000001,0,0,0
TN,2015,4,15.0,2.8,0,0,0
TN,2015,4,26.7,3.3,0,0,0
TN,2015,5,5.0,-3.3,38,0,0
TN,2015,5,21.7,10.6,0,0,0
TN,2015,5,30.0,7.8,0,0,0
TN,2015,5,15.0,6.1,3,0,0
TN,2015,5,29.4,11.1,0,0,0
TN,2015,6,26.1,16.7,127,0,0
TN,2015,6,24.4,16.1,462,0,0
TN,2015,6,22.2,17.2,264,0,0
TN,2015,6,25.0,17.8,409,0,0
TN,2015,6,23.3,16.1,99,0,0
TN,2015,6,27.2,15.6,79,0,0
TN,2015,7,34.4,21.1,0,0,0
TN,2015,7,28.9,16.1,0,0,0
TN,2015,7,26.7,18.3,23,0,0
TN,2015,7,34.4,20.0,0,0,0
TN,2015,7,27.8,18.9,0,0,0
TN,2015,7,31.1,13.9,0,0,0
TN,2015,7,32.8,21.7,0,0,0
TN,2015,8,29.4,16.7,0,0,0
TN,2015,9,23.3,17.8,0,0,0
TN,2015,9,30.0,17.2,0,0,0
TN,2015,9,20.0,16.1,0,0,0
TN,2015,9,32.2,18.3,0,0,0
TN,2015,9,31.1,17.8,5,0,0
TN,2015,10,20.0,14.4,8,0,0
TN,2015,10,17.2,13.9,25,0,0
TN,2015,10,21.7,16.1,0,0,0
TN,2015,10,20.0,14.4,0,0,0
TN,2015,11,18.9,-2.8,0,0,0
TN,2015,11,16.7,10.6,0,0,0
TN,2015,12,15.6,11.7,183,0,0
TN,2015,12,11.1,10.6,305,0,0
TN,2015,12,16.7,9.4,236,0,0
TN,2015,12,16.1,8.9,307,0,0
TN,2015,12,12.2,8.3,102,0,0
TN,2016,1,5.0,0.0,0,0,0
TN,2016,1,10.6,-2.2,0,0,0
TN,2016,1,3.9,-3.2,0,0,0
TN,2016,1,3.9,0.0,0,0,0
TN,2016,1,5.6,0.6000000000000001,0,0,0
TN,2016,1,1.7000000000000002,-1.1,0,0,0
TN,2016,1,13.9,2.2,0,0,0
TN,2016,1,5.6,1.1,0,0,0
TN,2016,2,23.3,8.3,0,0,0
TN,2016,2,17.8,13.3,0,0,0
TN,2016,3,18.9,2.8,74,0,0
TN,2016,3,5.6,-1.1,0,0,0
TN,2016,4,20.0,15.0,277,0,0
TN,2016,4,17.2,0.6000000000000001,0,0,0
TN,2016,4,19.4,3.3,284,0,0
TN,2016,4,23.9,13.9,152,0,0
TN,2016,4,24.4,15.6,447,0,0
TN,2016,5,27.2,11.7,0,0,0
TN,2016,5,20.0,5.6,0,0,0
TN,2016,5,21.7,10.0,0,0,0
TN,2016,5,26.1,13.3,0,0,0
TN,2016,6,26.7,12.2,0,0,0
TN,2016,7,30.6,20.6,0,0,0
TN,2016,7,30.0,16.7,0,0,0
TN,2016,7,30.0,15.0,0,0,0
TN,2016,8,35.6,21.1,46,0,0
TN,2016,8,33.9,23.9,0,0,0
TN,2016,8,30.6,20.6,0,0,0
TN,2016,9,32.2,20.6,3,0,0
TN,2016,9,31.7,18.3,0,0,0
TN,2016,10,23.9,10.0,0,0,0
TN,2016,10,24.4,12.8,0,0,0
TN,2016,11,30.0,14.4,0,0,0
TN,2016,11,7.8,-4.4,0,0,0
TN,2016,11,29.4,14.4,0,0,0
TN,2016,11,30.0,-1.1,0,0,0
TN,2016,11,31.1,15.0,0,0,0
TN,2016,11,27.8,8.9,0,0,0
TN,2016,12,15.6,0.6000000000000001,33,0,0
TN,2016,12,15.6,5.0,0,0,0
TN,2016,12,19.4,0.6000000000000001,660,0,0
TN,2016,12,18.3,-1.7000000000000002,0,0,0
TN,2016,12,17.8,-1.7000000000000002,0,0,0
TX,2015,1,7.8,5.6,15,0,0
TX,2015,1,1.7000000000000002,-2.7,3,0,0
TX,2015,1,5.6,2.8,124,0,0
TX,2015,1,7.8,-1.6,0,0,0
TX,2015,1,-7.2,-13.3,0,3,0
TX,2015,1,-6.7,-15.6,5,0,0
TX,2015,2,12.8,6.7,137,0,0
TX,2015,2,15.6,0.6000000000000001,102,0,0
TX,2015,2,18.9,5.0,0,0,0
TX,2015,2,13.9,1.7000000000000002,5,0,0
TX,2015,2,12.8,6.1,97,0,0
TX,2015,2,20.0,2.8,43,0,0
TX,2015,3,21.1,-1.1,0,0,0
TX,2015,3,2.8,0.0,0,0,0
TX,2015,3,6.1,-4.4,0,0,0
TX,2015,3,12.2,-6.1,112,0,0
TX,2015,3,6.1,-5.6,18,0,0
TX,2015,3,5.6,-9.4,0,0,0
TX,2015,3,11.7,-5.0,0,0,0
TX,2015,3,6.1,0.0,5,0,0
TX,2015,4,28.3,18.3,0,0,0
TX,2015,4,28.3,17.2,0,0,0
TX,2015,4,30.0,12.8,0,0,0
TX,2015,4,29.4,8.3,0,0,0
TX,2015,4,30.6,13.3,18,0,0
TX,2015,5,27.8,11.1,0,0,0
TX,2015,5,18.3,8.3,0,0,0
TX,2015,5,26.7,10.0,0,0,0
TX,2015,5,32.2,11.1,122,0,0
TX,2015,5,30.0,7.8,0,0,0
TX,2015,6,28.3,15.6,0,0,0
TX,2015,6,29.4,16.7,0,0,0
TX,2015,6,31.1,21.7,0,0,0
TX,2015,6,28.3,16.7,0,0,0
TX,2015,6,26.7,12.8,0,0,0
TX,2015,6,31.1,18.3,0,0,0
TX,2015,6,25.6,13.3,0,0,0
TX,2015,6,28.9,15.0,0,0,0
TX,2015,6,31.1,15.6,0,0,0
TX,2015,6,30.0,18.3,0,0,0
TX,2015,6,28.3,16.1,0,0,0
TX,2015,6,27.8,13.9,0,0,0
TX,2015,6,27.8,15.6,0,0,0
TX,2015,6,29.4,21.1,0,0,0
TX,2015,6,33.9,20.6,0,0,0
TX,2015,7,33.9,21.7,0,0,0
TX,2015,7,32.2,23.9,0,0,0
TX,2015,7,31.1,14.4,23,0,0
TX,2015,7,32.8,20.6,0,0,0
TX,2015,7,35.0,18.9,0,0,0
TX,2015,7,27.8,15.6,0,0,0
TX,2015,7,33.3,23.3,0,0,0
TX,2015,7,29.4,16.1,0,0,0
TX,2015,7,33.3,23.3,0,0,0
TX,2015,8,30.6,18.3,8,0,0
TX,2015,8,37.8,21.7,0,0,0
TX,2015,8,36.1,25.6,0,0,0
TX,2015,8,37.8,20.6,0,0,0
TX,2015,9,31.7,22.2,0,0,0
TX,2015,9,33.3,16.1,0,0,0
TX,2015,9,36.7,17.8,0,0,0
TX,2015,9,34.4,17.2,0,0,0
TX,2015,9,33.3,19.4,0,0,0
TX,2015,9,35.0,15.6,0,0,0
TX,2015,9,34.4,22.2,0,0,0
TX,2015,10,30.0,16.1,0,0,0
TX,2015,10,31.7,12.2,0,0,0
TX,2015,10,30.6,17.2,0,0,0
TX,2015,10,32.2,10.0,0,0,0
TX,2015,10,33.9,17.2,0,0,0
TX,2015,10,33.3,15.6,0,0,0
TX,2015,11,18.9,1.1,0,0,0
TX,2015,11,17.2,11.7,8,0,0
TX,2015,11,17.2,8.9,0,0,0
TX,2015,11,23.3,16.7,18,0,0
TX,2015,11,23.3,15.0,0,0,0
TX,2015,12,20.0,5.6,0,0,0
TX,2015,12,9.4,0.6000000000000001,0,0,0
TX,2015,12,21.7,-2.2,0,0,0
TX,2015,12,15.0,9.4,0,0,0
TX,2015,12,15.0,1.1,0,0,0
TX,2015,12,14.4,10.0,0,0,0
TX,2015,12,14.4,10.6,8,0,0
TX,2015,12,13.3,4.4,0,0,0
TX,2015,12,17.2,5.6,0,0,0
TX,2016,1,10.0,-1.7000000000000002,0,0,0
TX,2016,1,1.1,-10.0,18,13,102
TX,2016,1,10.0,4.4,8,0,0
TX,2016,1,9.4,-6.1,0,0,0
TX,2016,1,8.3,5.0,25,0,0
TX,2016,1,8.3,2.8,0,0,0
TX,2016,2,22.8,6.1,0,0,0
TX,2016,2,24.4,1.7000000000000002,0,0,0
TX,2016,2,33.9,11.1,0,0,0
TX,2016,2,27.2,9.4,0,0,0
TX,2016,2,28.3,4.4,0,0,0
TX,2016,2,11.1,-0.6000000000000001,0,0,0
TX,2016,2,16.7,1.7000000000000002,0,0,0
TX,2016,3,22.8,10.0,0,0,0
TX,2016,3,27.8,7.2,0,0,0
TX,2016,3,25.6,7.2,0,0,0
TX,2016,3,25.6,1.7000000000000002,0,0,0
TX,2016,3,23.3,3.3,0,0,0
TX,2016,3,21.1,5.6,0,0,0
TX,2016,3,23.3,3.3,0,0,0
TX,2016,3,29.4,11.1,0,0,0
TX,2016,3,25.0,7.8,0,0,0
TX,2016,3,21.7,10.6,0,0,0
TX,2016,3,33.3,18.9,0,0,0
TX,2016,4,25.0,12.2,0,0,0
TX,2016,4,22.8,11.7,0,0,0
TX,2016,4,31.1,15.0,0,0,0
TX,2016,4,18.3,-3.9,33,0,0
TX,2016,4,18.9,10.6,86,0,0
TX,2016,4,17.2,1.7000000000000002,0,0,0
TX,2016,4,16.1,7.8,104,0,0
TX,2016,4,17.2,4.4,0,0,0
TX,2016,4,16.1,5.6,41,0,0
TX,2016,5,31.7,7.2,0,0,0
TX,2016,5,31.7,16.1,0,0,0
TX,2016,5,31.1,13.3,0,0,0
TX,2016,5,35.0,16.1,0,0,0
TX,2016,6,26.7,18.9,5,0,0
TX,2016,6,31.1,16.1,74,0,0
TX,2016,6,31.1,19.4,0,0,0
TX,2016,6,31.7,15.0,213,0,0
TX,2016,6,28.3,17.2,0,0,0
TX,2016,6,28.3,15.6,0,0,0
TX,2016,6,28.3,17.2,58,0,0
TX,2016,7,33.9,19.4,0,0,0
TX,2016,7,33.9,25.0,0,0,0
TX,2016,7,35.0,21.1,18,0,0
TX,2016,7,35.6,23.9,0,0,0
TX,2016,7,36.1,24.4,0,0,0
TX,2016,7,36.1,22.8,0,0,0
TX,2016,7,35.6,25.0,0,0,0
TX,2016,7,40.0,26.1,0,0,0
TX,2016,7,41.1,25.0,0,0,0
TX,2016,7,31.1,16.7,0,0,0
TX,2016,7,36.1,26.1,0,0,0
TX,2016,8,36.7,26.1,0,0,0
TX,2016,8,40.0,25.6,0,0,0
TX,2016,8,34.4,19.4,0,0,0
TX,2016,8,38.3,26.1,0,0,0
TX,2016,8,35.6,25.0,0,0,0
TX,2016,8,37.2,23.3,0,0,0
TX,2016,9,35.0,17.8,0,0,0
TX,2016,9,28.9,20.6,0,0,0
TX,2016,9,27.8,19.4,173,0,0
TX,2016,9,33.9,20.0,216,0,0
TX,2016,9,32.2,22.8,20,0,0
TX,2016,9,33.9,22.8,0,0,0
TX,2016,9,28.3,13.3,0,0,0
TX,2016,9,26.1,18.3,0,0,0
TX,2016,9,28.9,20.0,10,0,0
TX,2016,9,33.3,22.2,0,0,0
TX,2016,10,27.8,12.8,0,0,0
TX,2016,10,26.1,10.6,0,0,0
TX,2016,10,26.7,9.4,0,0,0
TX,2016,10,27.2,10.0,0,0,0
TX,2016,10,27.2,12.2,0,0,0
TX,2016,10,24.4,10.0,0,0,0
TX,2016,10,24.4,10.6,0,0,0
TX,2016,10,27.2,12.8,0,0,0
TX,2016,11,30.0,16.1,0,0,0
TX,2016,11,29.4,4.4,0,0,0
TX,2016,11,31.1,12.8,0,0,0
TX,2016,11,34.4,11.7,0,0,0
TX,2016,11,22.2,0.0,0,0,0
TX,2016,11,31.1,11.1,0,0,0
TX,2016,11,32.2,13.9,0,0,0
TX,2016,12,11.7,-4.9,0,0,0
TX,2016,12,18.9,0.0,0,0,0
TX,2016,12,10.6,-6.1,0,0,0
TX,2016,12,17.2,-1.7000000000000002,203,0,0
TX,2016,12,10.6,-7.8,0,0,0
TX,2016,12,23.3,1.7000000000000002,0,0,0
UT,2015,1,-6.1,-13.9,0,0,102
UT,2015,1,-3.3,-13.3,0,0,1676
UT,2015,1,-5.6,-12.2,201,127,127
UT,2015,1,-15.6,-27.2,0,0,76
UT,2015,1,-6.1,-24.4,0,0,203
UT,2015,2,6.7,-4.4,0,0,0
UT,2015,2,10.0,-12.2,8,0,0
UT,2015,3,0.0,-4.4,0,0,0
UT,2015,3,6.7,-4.4,0,0,0
UT,2015,3,10.6,3.3,76,0,0
UT,2015,3,5.0,-6.7,0,0,127
UT,2015,4,27.2,13.3,0,0,0
UT,2015,4,22.8,-1.1,0,0,0
UT,2015,4,18.3,0.6000000000000001,0,0,0
UT,2015,4,15.6,-1.1,0,0,0
UT,2015,5,17.2,11.7,0,0,0
UT,2015,5,25.6,2.2,0,0,0
UT,2015,5,23.3,0.0,0,0,0
UT,2015,5,25.6,6.7,0,0,0
UT,2015,6,28.9,13.3,0,0,0
UT,2015,6,36.7,19.4,0,0,0
UT,2015,6,31.1,12.2,0,0,0
UT,2015,6,33.3,20.0,0,0,0
UT,2015,7,28.9,13.9,0,0,0
UT,2015,7,28.3,7.2,0,0,0
UT,2015,7,27.8,10.0,0,0,0
UT,2015,7,30.0,17.2,0,0,0
UT,2015,8,31.7,16.7,0,0,0
UT,2015,8,35.6,10.0,0,0,0
UT,2015,8,31.7,12.2,0,0,0
UT,2015,9,31.1,9.4,0,0,0
UT,2015,9,33.3,21.7,0,0,0
UT,2015,9,31.7,16.1,0,0,0
UT,2015,9,23.9,11.7,0,0,0
UT,2015,11,-2.2,-8.3,56,127,0
UT,2015,11,8.3,-3.9,0,0,0
UT,2015,11,16.7,6.7,0,0,0
UT,2015,12,1.7000000000000002,-9.4,0,0,51
UT,2015,12,0.0,-10.6,0,0,0
UT,2015,12,0.0,-10.0,0,0,0
UT,2015,12,1.7000000000000002,-10.6,0,0,0
UT,2015,12,1.1,-17.2,0,0,0
UT,2016,1,-10.0,-21.7,0,0,279
UT,2016,1,-8.9,-23.9,0,0,51
UT,2016,2,-7.8,-12.2,0,0,559
UT,2016,2,-3.9,-7.2,71,152,254
UT,2016,2,-0.6000000000000001,-3.9,8,3,51
UT,2016,2,-1.1,-5.6,25,64,51
UT,2016,3,13.9,-5.0,0,0,0
UT,2016,4,10.0,-5.0,0,0,0
UT,2016,4,13.9,0.6000000000000001,0,0,0
UT,2016,4,14.4,-6.1,0,0,0
UT,2016,4,8.3,-3.9,0,0,0
UT,2016,4,12.8,-1.1,0,0,0
UT,2016,5,15.0,1.7000000000000002,0,0,0
UT,2016,5,9.4,4.4,74,0,0
UT,2016,5,22.8,7.8,53,0,0
UT,2016,5,8.9,4.4,71,0,0
UT,2016,5,24.4,5.0,0,0,0
UT,2016,6,29.4,5.6,0,0,0
UT,2016,6,30.6,10.0,0,0,0
UT,2016,6,27.8,2.2,0,0,0
UT,2016,6,27.8,13.3,0,0,0
UT,2016,7,21.7,6.7,0,0,0
UT,2016,7,31.7,12.2,0,0,0
UT,2016,7,32.8,4.4,0,0,0
UT,2016,7,32.8,3.3,0,0,0
UT,2016,8,33.9,13.3,20,0,0
UT,2016,8,35.6,17.2,0,0,0
UT,2016,8,32.8,12.2,0,0,0
UT,2016,9,17.2,8.3,0,0,0
UT,2016,9,33.3,11.1,0,0,0
UT,2016,10,27.2,16.1,0,0,0
UT,2016,10,25.0,6.7,10,0,0
UT,2016,10,18.3,10.6,86,0,0
UT,2016,11,17.2,0.6000000000000001,76,0,0
UT,2016,12,5.0,-6.7,0,0,0
UT,2016,12,-1.7000000000000002,-10.0,3,10,0
UT,2016,12,-2.2,-13.9,25,51,51
UT,2016,12,1.7000000000000002,-2.8,5,5,51
UT,2016,12,3.3,-10.6,0,0,0
VA,2015,1,7.2,-2.2,0,25,25
VA,2015,2,4.4,-12.2,0,0,0
VA,2015,2,8.3,-2.2,0,28,25
VA,2015,4,20.0,5.0,0,0,0
VA,2015,4,23.3,-1.7000000000000002,0,0,0
VA,2015,4,18.9,-2.2,0,0,0
VA,2015,4,20.6,1.1,0,0,0
VA,2015,5,14.4,12.2,0,0,0
VA,2015,5,21.7,10.0,0,0,0
VA,2015,5,20.0,15.6,135,0,0
VA,2015,5,17.8,17.8,28,0,0
VA,2015,7,26.7,17.8,30,0,0
VA,2015,7,30.0,21.1,0,0,0
VA,2015,7,26.7,20.6,109,0,0
VA,2015,7,28.9,18.3,13,0,0
VA,2015,8,32.2,20.0,0,0,0
VA,2015,8,28.3,12.8,3,0,0
VA,2015,9,30.6,17.2,0,0,0
VA,2015,9,27.2,11.7,0,0,0
VA,2015,9,25.6,6.1,0,0,0
VA,2015,10,25.0,15.6,157,0,0
VA,2015,10,25.6,16.1,102,0,0
VA,2015,11,20.6,11.7,0,0,0
VA,2016,1,12.8,2.2,5,0,0
VA,2016,1,10.6,5.0,0,0,0
VA,2016,2,17.2,-2.2,0,0,0
VA,2016,2,16.7,1.1,0,5,0
VA,2016,2,18.3,4.4,0,0,0
VA,2016,2,18.3,0.6000000000000001,0,140,152
VA,2016,3,23.3,0.6000000000000001,41,0,0
VA,2016,3,5.0,2.8,0,0,0
VA,2016,3,5.6,-5.6,0,0,0
VA,2016,3,16.1,-2.2,20,25,0
VA,2016,3,4.4,-6.0,152,0,0
VA,2016,4,26.7,15.0,36,0,0
VA,2016,4,27.2,18.3,56,0,0
VA,2016,4,22.8,-0.6000000000000001,51,0,0
VA,2016,4,17.8,11.1,61,0,0
VA,2016,5,19.4,11.1,122,0,0
VA,2016,5,11.1,8.9,368,0,0
VA,2016,6,29.4,17.2,0,0,0
VA,2016,7,28.3,16.7,0,0,0
VA,2016,7,29.4,15.6,0,0,0
VA,2016,8,33.3,21.1,13,0,0
VA,2016,8,31.7,22.8,0,0,0
VA,2016,9,30.0,20.6,140,0,0
VA,2016,10,25.6,19.4,137,0,0
VA,2016,10,20.0,8.9,0,0,0
VA,2016,11,17.2,-3.2,0,0,0
VA,2016,11,19.4,7.8,0,0,0
VA,2016,11,23.9,12.2,0,0,0
VA,2016,12,18.9,7.2,99,0,0
VA,2016,12,15.6,0.6000000000000001,297,0,0
VA,2016,12,21.1,7.8,0,0,0
VT,2015,1,-1.7000000000000002,-13.9,0,0,0
VT,2015,3,-10.0,-26.1,0,0,457
VT,2015,4,1.7000000000000002,-10.0,0,0,254
VT,2015,4,1.7000000000000002,-11.0,0,0,0
VT,2015,5,31.1,8.3,0,0,0
VT,2015,6,8.9,6.1,447,0,0
VT,2015,6,8.3,5.0,74,0,0
VT,2015,6,10.6,6.7,368,0,0
VT,2015,9,22.8,13.9,69,0,0
VT,2015,9,25.6,8.9,0,0,0
VT,2015,10,17.8,8.9,373,0,0
VT,2015,10,21.7,5.0,229,0,0
VT,2015,11,8.9,-1.6,0,0,0
VT,2015,12,-0.6000000000000001,-12.8,0,0,0
VT,2016,2,12.8,-2.1,0,0,0
VT,2016,4,10.0,6.1,183,0,686
VT,2016,4,15.6,6.7,0,0,0
VT,2016,5,11.1,5.6,0,0,0
VT,2016,5,10.6,10.6,0,0,0
VT,2016,6,29.4,10.6,0,0,0
VT,2016,7,28.3,10.0,0,0,0
VT,2016,10,15.0,4.4,0,0,0
VT,2016,10,17.2,8.3,23,0,0
VT,2016,10,16.1,8.3,0,0,0
VT,2016,12,10.0,2.8,119,0,0
WA,2015,1,-6.1,-14.4,0,0,76
WA,2015,2,6.1,1.7000000000000002,0,0,0
WA,2015,2,0.6000000000000001,-1.7000000000000002,20,0,0
WA,2015,2,7.8,-0.6000000000000001,89,102,1295
WA,2015,3,15.6,-2.2,0,0,0
WA,2015,3,12.2,-1.7000000000000002,0,0,0
WA,2015,4,4.4,0.0,140,0,0
WA,2015,5,24.4,3.3,0,0,0
WA,2015,5,25.0,2.2,0,0,0
WA,2015,5,16.7,2.2,0,0,0
WA,2015,5,23.9,7.2,0,0,0
WA,2015,6,26.7,11.7,0,0,0
WA,2015,6,26.7,11.1,0,0,0
WA,2015,6,29.4,11.7,0,0,0
WA,2015,6,26.7,12.2,0,0,0
WA,2015,7,22.2,18.3,0,0,0
WA,2015,8,37.8,17.8,0,0,0
WA,2015,8,39.4,16.1,0,0,0
WA,2015,10,22.8,8.9,0,0,0
WA,2015,10,26.1,3.9,0,0,0
WA,2015,11,13.9,8.3,528,0,0
WA,2015,11,12.8,4.4,20,0,0
WA,2015,12,-6.7,-8.3,0,0,25
WA,2015,12,2.8,-8.3,8,0,0
WA,2016,1,3.3,-6.0,0,0,0
WA,2016,1,2.8,-6.1,0,0,0
WA,2016,2,8.9,-3.3,0,0,0
WA,2016,2,3.3,-0.6000000000000001,0,0,0
WA,2016,2,6.7,2.2,66,0,0
WA,2016,4,19.4,5.6,0,0,0
WA,2016,4,20.6,3.3,0,0,0
WA,2016,4,21.7,7.8,0,0,0
WA,2016,6,28.3,6.7,0,0,0
WA,2016,6,25.0,9.4,0,0,0
WA,2016,6,23.9,7.8,0,0,0
WA,2016,7,24.4,6.1,0,0,0
WA,2016,8,22.8,10.0,0,0,0
WA,2016,9,33.3,6.1,0,0,0
WA,2016,10,23.9,12.8,0,0,0
WA,2016,10,27.2,7.8,51,0,0
WA,2016,10,18.9,7.2,0,0,0
WA,2016,11,11.7,3.3,0,0,0
WA,2016,11,12.2,5.6,10,0,0
WA,2016,11,13.3,6.1,5,0,0
WA,2016,11,13.3,5.6,168,0,0
WA,2016,12,5.0,1.7000000000000002,94,0,0
WA,2016,12,11.1,2.2,23,33,25
WA,2016,12,8.9,5.0,8,0,0
WA,2016,12,10.0,-3.8,0,0,0
WA,2016,12,4.4,0.6000000000000001,33,51,51
WI,2015,1,-7.8,-13.9,0,0,0
WI,2015,1,-7.2,-18.9,0,0,0
WI,2015,1,-8.9,-18.9,0,0,0
WI,2015,2,-8.9,-14.4,0,0,178
WI,2015,2,1.1,-10.0,117,81,127
WI,2015,3,-7.8,-21.1,0,0,254
WI,2015,3,-8.3,-16.7,0,0,102
WI,2015,3,-8.3,-20.0,0,0,76
WI,2015,3,-8.3,-21.7,0,0,76
WI,2015,3,-8.9,-20.0,0,0,178
WI,2015,4,12.2,-4.9,0,0,0
WI,2015,4,26.7,4.4,64,0,0
WI,2015,4,13.9,1.1,0,0,0
WI,2015,4,16.7,-1.7000000000000002,0,0,0
WI,2015,4,27.8,-1.6,0,0,0
WI,2015,4,16.1,0.0,0,0,0
WI,2015,4,8.3,0.6000000000000001,0,0,0
WI,2015,4,15.0,-1.1,0,0,0
WI,2015,4,6.1,-1.7000000000000002,0,0,0
WI,2015,5,22.2,14.4,0,0,0
WI,2015,5,13.9,13.9,0,0,0
WI,2015,5,15.6,-1.1,64,0,0
WI,2015,5,26.1,0.6000000000000001,0,0,0
WI,2015,5,23.3,3.3,0,0,0
WI,2015,6,19.4,5.0,0,0,0
WI,2015,6,16.7,3.9,0,0,0
WI,2015,7,17.8,3.3,0,0,0
WI,2015,7,28.9,3.3,3,0,0
WI,2015,8,23.9,11.7,0,0,0
WI,2015,8,27.8,14.4,0,0,0
WI,2015,8,27.2,10.6,0,0,0
WI,2015,8,28.9,16.7,0,0,0
WI,2015,8,26.7,15.6,0,0,0
WI,2015,8,26.7,8.9,0,0,0
WI,2015,9,26.7,17.2,0,0,0
WI,2015,9,25.6,17.2,0,0,0
WI,2015,9,28.3,14.4,0,0,0
WI,2015,10,14.4,5.6,0,0,0
WI,2015,11,11.7,5.6,38,0,0
WI,2015,11,16.7,8.3,3,0,0
WI,2015,11,8.9,-1.7000000000000002,10,0,0
WI,2015,11,11.1,-0.6000000000000001,0,0,0
WI,2015,11,12.8,7.8,0,0,0
WI,2015,11,17.8,6.7,0,0,0
WI,2015,11,15.0,6.1,0,0,0
WI,2015,12,2.2,-6.1,94,25,25
WI,2015,12,3.3,0.0,124,0,0
WI,2015,12,3.3,0.0,48,0,0
WI,2015,12,1.7000000000000002,-1.1,76,38,51
WI,2015,12,7.8,3.3,0,0,0
WI,2016,1,-2.2,-8.9,0,0,152
WI,2016,1,-3.9,-8.3,0,0,127
WI,2016,1,-3.3,-8.3,0,0,178
WI,2016,1,-5.5,-11.0,0,3,180
WI,2016,1,-5.6,-13.9,0,0,203
WI,2016,1,-4.4,-9.4,0,0,229
WI,2016,1,-4.4,-8.3,0,0,203
WI,2016,2,4.4,-7.2,0,0,76
WI,2016,2,3.9,-8.3,0,0,127
WI,2016,2,3.9,-1.7000000000000002,30,0,127
WI,2016,3,0.0,-11.1,0,0,0
WI,2016,3,-7.8,-14.4,0,61,254
WI,2016,3,0.0,-8.3,25,0,51
WI,2016,4,2.8,-1.7000000000000002,5,0,0
WI,2016,4,5.6,-1.7000000000000002,109,0,0
WI,2016,4,8.3,-1.0,3,0,0
WI,2016,4,3.3,-2.2,91,0,0
WI,2016,4,10.6,0.0,0,0,0
WI,2016,4,5.0,-3.9,5,0,0
WI,2016,4,13.9,1.1,48,0,0
WI,2016,5,14.4,3.3,38,0,0
WI,2016,5,12.2,3.9,5,0,0
WI,2016,5,28.9,2.8,79,0,0
WI,2016,5,29.4,9.4,0,0,0
WI,2016,5,29.4,3.3,142,0,0
WI,2016,6,26.1,16.1,127,0,0
WI,2016,6,24.4,15.6,267,0,0
WI,2016,6,21.7,13.9,20,0,0
WI,2016,6,18.3,9.4,0,0,0
WI,2016,6,15.0,5.6,224,0,0
WI,2016,7,25.6,12.8,140,0,0
WI,2016,7,27.8,7.2,0,0,0
WI,2016,7,23.3,16.7,61,0,0
WI,2016,7,32.2,20.0,0,0,0
WI,2016,7,23.9,18.3,99,0,0
WI,2016,8,28.9,17.8,0,0,0
WI,2016,8,28.3,13.9,0,0,0
WI,2016,9,23.9,11.1,0,0,0
WI,2016,9,24.4,12.2,20,0,0
WI,2016,9,23.9,10.6,0,0,0
WI,2016,9,25.0,12.2,0,0,0
WI,2016,9,20.6,7.2,0,0,0
WI,2016,10,21.1,14.4,3,0,0
WI,2016,10,17.8,13.9,5,0,0
WI,2016,10,17.8,15.0,3,0,0
WI,2016,10,16.7,14.4,30,0,0
WI,2016,10,16.1,12.2,33,0,0
WI,2016,10,16.7,15.0,198,0,0
WI,2016,10,21.7,6.7,0,0,0
WI,2016,10,15.6,13.3,43,0,0
WI,2016,11,16.7,3.3,0,0,0
WI,2016,11,1.7000000000000002,6.7,0,0,0
